gene,flag,template,start,mapq,cigar,annotation,length,functionality,causes
TRDV1S37*01_F_V-REGION_287nt,16,chr10,24058810,12,287M,TRDV1-25,287,F,
TRAV44-1*01_F_V-REGION_277nt,272,chr10,24075185,255,277M,TRAV44-11,277,P,frameshift in L-PART2
TRAV20-1*01_F_V-REGION_268nt,272,chr10,24087638,255,268M,TRAV20-2,268,ORF,no 2nd-CYS
TRAV19-1*01_F_V-REGION_288nt,272,chr10,24095878,255,288M,TRAV19-3,288,P,STOP-CODON in V-REGION
TRAV45-14*02_F_V-REGION_284nt,272,chr10,24098083,255,284M,TRAV45-16,284,F,two L-PART2 donor sites
TRAV45-15*01_F_V-REGION_284nt,272,chr10,24104813,255,284M,TRAV45-15,284,F,
TRAV45-3*01_F_V-REGION_284nt,272,chr10,24110736,255,284M,TRAV45-14,284,F,
TRAV45-14*02_F_V-REGION_284nt,272,chr10,24128311,255,284M,TRAV45-13,284,F,
TRAV18-5*01_ORF_V-REGION_281nt,272,chr10,24132460,255,281M,TRAV18-4,281,ORF,noncanonical HEPTAMER
TRAV12-2*02_F_V-REGION_278nt,272,chr10,24149328,255,278M,TRAV12-5,278,F,
TRAV11-1*01_P_V-REGION_279nt,272,chr10,24159150,255,70M2I207M,TRAV11-5,277,P,STOP-CODON in V-REGION; no RSS signal; L-PART1 not found
TRAV10-3*01_ORF_V-REGION_280nt,272,chr10,24160671,255,280M,TRAV10-5,280,F,1st-CYS in 19; L1 is 61bp length and found by manual positioning
TRAV9-2*01_P_V-REGION_280nt,272,chr10,24165715,255,280M,TRAV9-10,280,P,STOP-CODON in V-REGION; noncanonical V-NONAMER; no L-PART1 found
TRAV14-1*01_F_V-REGION_290nt,272,chr10,24175311,255,290M,TRAV14-7,290,F,
TRAV13-3*02_P_V-REGION_278nt,272,chr10,24179016,255,223M2D55M,TRAV13-7,280,F,
TRAV43-1*01_F_V-REGION_271nt,272,chr10,24183403,255,271M,TRAV43-3,271,F,
TRAV9-3*01_F_V-REGION_281nt,272,chr10,24188535,255,281M,TRAV9-9,281,P,frameshift in L-PART1 (deletion)
TRAV14-4*01_ORF_V-REGION_290nt,272,chr10,24206081,255,290M,TRAV14-6,290,P,STOP-CODON in V-REGION; unexpected INTRON length
TRAV13-4*01_F_V-REGION_277nt,16,chr10,24211424,1,277M,TRAV13-6,277,F,1st-CYS in 22
TRAV9-1*01_F_V-REGION_281nt,272,chr10,24215069,255,281M,TRAV9-8,281,F,
TRAV6*01_P_V-REGION_277nt,272,chr10,24222910,255,277M,TRAV6-2,277,P,several STOP-CODON in V-REGION
TRAV5*01_F_V-REGION_280nt,272,chr10,24232063,255,280M,TRAV5-2,280,F,
TRAV4*01_P_V-REGION_277nt,272,chr10,24251349,255,277M,TRAV4-2,277,P,frameshift in L-PART1 (putated); noncanonical NONAMER
TRDV1-15*01_F_V-REGION_293nt,272,chr10,24258834,255,293M,TRDV1-24,293,F,
TRAV22-7*01_P_V-REGION_260nt,272,chr10,24270307,255,160M1D100M,TRAV22-12,261,F,
TRAV8-3*01_P_V-REGION_281nt,272,chr10,24271236,255,281M,TRAV8-3,281,P,frameshift in V-REGION; V-RS not found; L not found
TRDV1-14*01_F_V-REGION_296nt,272,chr10,24281980,255,183M4I4M5I100M,TRDV1-23,287,F,
TRAV44-1*01_F_V-REGION_277nt,272,chr10,24312576,255,277M,TRAV44-10,277,F,1st-CYS in 22
TRDV1-13*01_F_V-REGION_287nt,272,chr10,24321203,255,287M,TRDV1-22,287,F,
TRAV25-12*02_P_V-REGION_273nt,272,chr10,24327202,255,273M,TRAV25-7,273,F,
TRAV24-2*02_F_V-REGION_277nt,272,chr10,24334021,255,277M,TRAV24-4,277,F,
TRDV1-20*01_P_V-REGION_150nt,272,chr10,24339962,255,32M1I117M,TRDV1-21,150,P,STOP-CODON in V-REGION; shorter V-SEGMENT
TRAV44-5*01_P_V-REGION_277nt,272,chr10,24344999,255,277M,TRAV44-9,277,P,STOP-CODON in V-REGION; unexpected INTRON length; noncanonical NONAMER
TRDV1-8*01_F_V-REGION_287nt,272,chr10,24353673,255,287M,TRDV1-20,287,F,
TRAV23-4*01_P_V-REGION_177nt,272,chr10,24358469,255,177M,TRAV23-8,177,P,STOP-CODON in V-REGION; frameshift in V-REGION
TRAV44-10*01_F_V-REGION_277nt,272,chr10,24365040,255,277M,TRAV44-8,277,ORF,unexpected INTRON length
TRDV1S22*01_ORF_V-REGION_260nt,272,chr10,24379251,255,260M,TRDV1-19,260,F,
TRDV1-7*01_F_V-REGION_292nt,272,chr10,24396259,255,292M,TRDV1-18,292,F,
TRAV22-5*01_P_V-REGION_186nt,272,chr10,24407506,255,186M,TRAV22-11,186,P,no INIT-CODON; frameshift in L-PART1; deletions in V-REGION; no V-RS
TRDV1-6*01_P_V-REGION_293nt,272,chr10,24412828,255,293M,TRDV1-17,293,P,STOP-CODON in V-REGION
TRAV23-8*01_P_V-REGION_280nt,272,chr10,24422402,255,280M,TRAV23-7,280,P,STOP-CODON in V-REGION; no V-RS; no L
TRAV22-16*01_F_V-REGION_270nt,272,chr10,24424856,255,270M,TRAV22-10,270,F,
TRAV44-1*01_F_V-REGION_277nt,272,chr10,24427855,255,277M,TRAV44-7,277,F,1st-CYS in 22
TRDV1-18*01_F_V-REGION_286nt,272,chr10,24436497,255,286M,TRDV1-16,287,F,
TRAV25-8*01_F_V-REGION_274nt,272,chr10,24442847,255,274M,TRAV25-6,274,F,
TRDV1-2*01_F_V-REGION_293nt,272,chr10,24453468,255,254M1I38M,TRDV1-15,292,P,STOP-CODON in V-REGION
TRAV22-16*01_F_V-REGION_270nt,272,chr10,24458993,255,270M,TRAV22-9,270,F,
TRAV44-1*01_F_V-REGION_277nt,272,chr10,24462047,255,277M,TRAV44-6,277,F,
TRAV25-14*01_ORF_V-REGION_273nt,272,chr10,24475290,255,184M1I6M1D82M,TRAV25-5,273,ORF,unexpected INTRON length
TRDV1-33*02_F_V-REGION_293nt,272,chr10,24482406,255,293M,TRDV1-14,293,F,
TRAV23-1*01_F_V-REGION_280nt,272,chr10,24488481,255,280M,TRAV23-6,280,P,STOP-CODON in V-REGION
TRAV45-14*02_F_V-REGION_284nt,272,chr10,24509714,255,284M,TRAV45-12,284,F,
TRAV45-14*02_F_V-REGION_284nt,16,chr10,24522036,7,284M,TRAV45-11,284,F,
TRAV45-15*01_F_V-REGION_284nt,272,chr10,24528050,255,284M,TRAV45-10,284,F,
TRAV18-5*01_ORF_V-REGION_281nt,272,chr10,24533535,255,281M,TRAV18-3,281,ORF,noncanonical DONOR-SPLICE
TRAV17-1*01_P_V-REGION_277nt,272,chr10,24544858,255,200M3D77M,TRAV17-2,278,P,STOP-CODON in L-PART1; start position +2
TRAV12-2*02_F_V-REGION_278nt,272,chr10,24554880,255,278M,TRAV12-4,278,F,
TRAV11-1*01_P_V-REGION_279nt,272,chr10,24564510,255,279M,TRAV11-4,279,P,STOP-CODON in V-REGION; V-RS not found; L-PART1 not found
TRAV10-3*01_ORF_V-REGION_280nt,16,chr10,24566018,30,280M,TRAV10-4,280,ORF,no 1st-CYS; V-SPACER 21bp
TRAV9-4*01_P_V-REGION_270nt,16,chr10,24571123,6,270M,TRAV9-7,270,P,STOP-CODON in V-REGION; no DONOR SPLICE site
TRAV14-1*01_F_V-REGION_290nt,272,chr10,24579328,255,290M,TRAV14-5,290,F,
TRAV13-3*02_P_V-REGION_278nt,272,chr10,24583115,255,278M,TRAV13-5,278,P,STOP-CODON in V-REGION
TRAV43-1*01_F_V-REGION_271nt,272,chr10,24584815,255,271M,TRAV43-2,271,F,
TRAV9-3*01_F_V-REGION_281nt,272,chr10,24589948,255,281M,TRAV9-6,281,F,
TRAV14-4*02_ORF_V-REGION_290nt,272,chr10,24607230,255,290M,TRAV14-4,290,ORF,unexpected INTRON length
TRAV13-4*01_F_V-REGION_277nt,272,chr10,24612627,255,277M,TRAV13-4,277,F,1st-CYS in 22
TRAV9-1*01_F_V-REGION_281nt,272,chr10,24617176,255,281M,TRAV9-5,281,F,
TRAV6*02_P_V-REGION_277nt,272,chr10,24625000,255,277M,TRAV6-1,277,P,STOP-CODON in V-REGION; noncanonical HEPTAMER
TRAV5*03_F_V-REGION_280nt,272,chr10,24634160,255,280M,TRAV5-1,280,F,
TRDV1-10*01_F_V-REGION_290nt,16,chr10,24648097,30,290M,TRDV1-13,290,F,
TRAV25-8*01_F_V-REGION_274nt,272,chr10,24655135,255,274M,TRAV25-4,274,P,STOP-CODON in V-REGION
TRAV24-6*01_P_V-REGION_277nt,272,chr10,24661519,255,277M,TRAV24-3,277,P,STOP-CODON in V-REGION
TRDV1-24*01_F_V-REGION_287nt,16,chr10,24667611,17,287M,TRDV1-12,287,F,
TRAV44-1*01_F_V-REGION_277nt,272,chr10,24672797,255,277M,TRAV44-5,277,ORF,unexpected INTRON length; noncanonical NONAMER
TRDV1-8*01_F_V-REGION_287nt,16,chr10,24680227,30,287M,TRDV1-11,287,F,
TRAV23-4*01_P_V-REGION_177nt,16,chr10,24685017,31,177M,TRAV23-5,177,P,STOP-CODON in V-REGION; no V-RS
TRAV44-15*01_ORF_V-REGION_277nt,272,chr10,24694411,255,277M,TRAV44-4,277,ORF,unexpected INTRON length
TRDV1-7*01_F_V-REGION_292nt,16,chr10,24719505,32,292M,TRDV1-10,292,F,
TRAV23-3*01_P_V-REGION_280nt,16,chr10,24724583,255,280M,TRAV23-4,280,P,STOP-CODON in V-REGION; L not found
TRAV22-5*01_P_V-REGION_186nt,16,chr10,24729771,30,186M,TRAV22-8,186,P,no INIT-CODON; no V-RS
TRDV1-28*01_P_V-REGION_293nt,272,chr10,24735088,255,293M,TRDV1-9,293,P,STOP-CODON in V-REGION; frameshift in V-REGION
TRAV23-8*01_P_V-REGION_280nt,272,chr10,24744273,255,280M,TRAV23-3,280,P,STOP-CODON in V-REGION; no V-RS; no L-PART
TRAV22-16*01_F_V-REGION_270nt,272,chr10,24745458,255,270M,TRAV22-7,270,F,
TRDV1-18*01_F_V-REGION_286nt,272,chr10,24757669,255,286M,TRDV1-8,286,F,
TRAV25-2*01_P_V-REGION_273nt,272,chr10,24764003,255,273M,TRAV25-3,273,F,
TRAV19-1*01_F_V-REGION_288nt,272,chr10,24773147,255,88M1D200M,TRAV19-2,289,F,
TRAV45-10*01_ORF_V-REGION_281nt,272,chr10,24775358,255,281M,TRAV45-9,281,F,
TRAV45-15*01_F_V-REGION_284nt,272,chr10,24782282,255,284M,TRAV45-8,284,F,
TRAV45-4*01_F_V-REGION_284nt,272,chr10,24794138,255,284M,TRAV45-7,284,F,
TRAV18-4*01_F_V-REGION_281nt,16,chr10,24796154,6,281M,TRAV18-2,281,F,
TRAV12-2*02_F_V-REGION_278nt,272,chr10,24817094,255,278M,TRAV12-3,278,F,
TRAV11-2*01_P_V-REGION_924nt,16,chr10,24829502,6,767M1D157M,TRAV11-3,925,P,STOP-CODON in V-REGION
TRAV10-3*01_ORF_V-REGION_280nt,272,chr10,24831665,255,280M,TRAV10-3,280,P,non INIT-CODON
TRAV9-2*01_P_V-REGION_280nt,272,chr10,24836703,255,280M,TRAV9-4,280,P,STOP-CODON in V-REGION
TRAV14-1*01_F_V-REGION_290nt,272,chr10,24844969,255,290M,TRAV14-3,290,F,
TRAV13-3*02_P_V-REGION_278nt,272,chr10,24849216,255,223M2D55M,TRAV13-3,280,F,
TRAV12-2*02_F_V-REGION_278nt,16,chr10,24869997,30,278M,TRAV12-2,278,F,
TRAV11-2*01_P_V-REGION_924nt,272,chr10,24882387,255,413M1D216M3I292M,TRAV11-2,922,P,several STOP-CODON in V-REGION
TRAV10-2*01_P_V-REGION_277nt,16,chr10,24884545,30,277M,TRAV10-2,277,F,
TRAV9-2*01_P_V-REGION_280nt,272,chr10,24889581,255,280M,TRAV9-3,280,P,STOP-CODON in V-REGION
TRAV14-3*01_F_V-REGION_290nt,272,chr10,24897850,255,290M,TRAV14-2,290,F,
TRAV13-3*02_P_V-REGION_278nt,272,chr10,24902097,255,223M2D55M,TRAV13-2,280,F,
TRAV43-1*01_F_V-REGION_271nt,272,chr10,24908776,255,271M,TRAV43-1,271,F,
TRAV9-3*01_F_V-REGION_281nt,272,chr10,24912751,255,281M,TRAV9-2,281,F,"spcae 26nt, and canonical V-NONAMER"
TRAV14-2*01_P_V-REGION_289nt,272,chr10,24932281,255,289M,TRAV14-1,289,P,STOP-CODON in V-REGION
TRAV22-14*01_F_V-REGION_270nt,16,chr10,24941191,30,270M,TRAV22-6,270,F,
TRAV24-5*01_P_V-REGION_268nt,272,chr10,24946519,255,268M,TRAV24-2,268,P,STOP-CODON in V-REGION
TRDV1-16*01_F_V-REGION_293nt,272,chr10,24958984,255,293M,TRDV1-7,293,F,
TRAV23-12*02_P_V-REGION_296nt,16,chr10,24963713,12,194M3I99M,TRAV23-2,293,P,STOP-CODON in V-REGION; noncanonical V-NONAMER; no L-PART
TRAV22-13*01_P_V-REGION_270nt,272,chr10,24969013,255,270M,TRAV22-5,270,ORF,no ACCEPT SPLICE SITE
TRAV24-6*02_P_V-REGION_244nt,16,chr10,24973644,11,244M,TRAV24-1,244,P,STOP-CODON in V-REGION
TRDV1-2*01_F_V-REGION_293nt,272,chr10,24978952,255,293M,TRDV1-6,293,F,
TRAV22-16*01_F_V-REGION_270nt,16,chr10,24985548,11,270M,TRAV22-4,270,F,
TRAV44-1*01_F_V-REGION_277nt,272,chr10,24988566,255,277M,TRAV44-3,277,F,1st-CYS in 22
TRAV25-4*01_F_V-REGION_273nt,272,chr10,24995593,255,273M,TRAV25-2,273,ORF,noncanonical V-NONAMER
TRDV1-33*01_F_V-REGION_293nt,272,chr10,25002637,255,293M,TRDV1-5,293,F,
TRAV45-14*02_F_V-REGION_284nt,272,chr10,25028039,255,284M,TRAV45-6,284,P,stop codon in L-PART1
TRAV45-14*02_F_V-REGION_284nt,272,chr10,25039567,255,284M,TRAV45-5,284,P,STOP-CODON in V-REGION
TRAV45-3*01_F_V-REGION_284nt,272,chr10,25045593,255,284M,TRAV45-4,284,F,
TRAV45-4*01_F_V-REGION_284nt,272,chr10,25057440,255,284M,TRAV45-3,284,P,non INIT-CODON
TRAV18-4*01_F_V-REGION_281nt,272,chr10,25061564,255,281M,TRAV18-1,281,F,
TRAV17-1*01_P_V-REGION_277nt,16,chr10,25074617,12,277M,TRAV17-1,277,P,STOP-CODON in V-REGION
TRAV16*01_F_V-REGION_272nt,16,chr10,25080685,12,272M,TRAV16-1,272,F,
TRAV12-1*01_F_V-REGION_277nt,16,chr10,25093777,31,277M,TRAV12-1,277,F,
TRAV11-3*01_P_V-REGION_279nt,272,chr10,25106407,255,279M,TRAV11-1,299,ORF,noncanonical V-HEPTAMER
TRAV10-1*01_P_V-REGION_189nt,272,chr10,25107704,255,189M,TRAV10-1,189,ORF,noncanonical V-HEPTAMER; no DONOR SPLICE SITE
TRAV13-4*01_F_V-REGION_277nt,272,chr10,25113246,255,277M,TRAV13-1,277,F,1st-CYS in 22
TRAV9-1*01_F_V-REGION_281nt,272,chr10,25117949,255,281M,TRAV9-1,281,F,
TRAV4*01_P_V-REGION_277nt,16,chr10,25127378,32,277M,TRAV4-1,277,P,STOP-CODON in V-REGION
TRDV1-15*01_F_V-REGION_293nt,272,chr10,25133079,255,293M,TRDV1-4,293,F,
TRAV22-11*01_F_V-REGION_270nt,272,chr10,25164556,255,270M,TRAV22-3,270,F,
TRAV8-2*01_P_V-REGION_280nt,16,chr10,25165495,11,175M1I104M,TRAV8-2,279,P,STOP-CODON in V-REGION
TRDV1-3*01_F_V-REGION_281nt,272,chr10,25176580,255,188M6D93M,TRDV1-3,287,F,
TRAV44-1*01_F_V-REGION_277nt,272,chr10,25186670,255,277M,TRAV44-2,277,P,STOP-CODON in V-REGION
TRDV1-2*01_F_V-REGION_293nt,16,chr10,25218101,15,293M,TRDV1-2,293,F,
TRAV22-13*01_P_V-REGION_270nt,272,chr10,25224733,255,270M,TRAV22-2,270,F,
TRAV44-10*01_F_V-REGION_277nt,272,chr10,25227748,255,277M,TRAV44-1,277,F,
TRAV25-1*01_F_V-REGION_274nt,16,chr10,25241380,21,228M3I43M,TRAV25-1,271,ORF,canonical V-HEPTAMER
TRDV1-33*01_F_V-REGION_293nt,272,chr10,25262722,255,293M,TRDV1-1,293,F,
TRAV23-8*01_P_V-REGION_280nt,272,chr10,25269185,255,280M,TRAV23-1,280,F,L-PART2 32nt
TRAV22-1*01_F_V-REGION_270nt,16,chr10,25278177,6,270M,TRAV22-1,270,ORF,noncanonical V-NONAMER
TRAV8-1*01_F_V-REGION_284nt,272,chr10,25282571,255,284M,TRAV8-1,284,F,
TRAV21-1*01_ORF_V-REGION_279nt,16,chr10,25291090,32,279M,TRAV21-1,279,ORF,frameshift in L-PART2
TRAV20-1*02_F_V-REGION_268nt,272,chr10,25299118,255,268M,TRAV20-1,268,F,
TRAV19-3*01_P_V-REGION_288nt,272,chr10,25307360,255,288M,TRAV19-1,288,F,
TRAV45-14*02_F_V-REGION_284nt,272,chr10,25309556,255,284M,TRAV45-2,284,F,
TRAV45-14*02_F_V-REGION_284nt,272,chr10,25318068,255,284M,TRAV45-1,284,P,STOP-CODON in V-REGION
TRAV3-1*01_F_V-REGION_284nt,272,chr10,25338196,255,284M,TRAV3-7,284,F,
TRAV2-1*01_ORF_V-REGION_263nt,272,chr10,25343530,255,263M,TRAV2-7,263,F,1st-CYS in 22
TRAV3-1*01_F_V-REGION_284nt,272,chr10,25363322,255,284M,TRAV3-6,284,F,
TRAV2-1*01_ORF_V-REGION_263nt,272,chr10,25372405,255,263M,TRAV2-6,263,F,1st-CYS in 22
TRAV3-1*01_F_V-REGION_284nt,272,chr10,25390878,255,284M,TRAV3-5,284,F,
TRAV2-1*01_ORF_V-REGION_263nt,272,chr10,25397875,255,263M,TRAV2-5,263,F,1st-CYS in 22
TRAV3-1*01_F_V-REGION_284nt,272,chr10,25412868,255,284M,TRAV3-4,284,F,
TRAV2-4*01_P_V-REGION_262nt,16,chr10,25419940,34,262M,TRAV2-4,262,P,STOP-CODON in V-REGION
TRAV3-1*01_F_V-REGION_284nt,272,chr10,25431675,255,284M,TRAV3-3,284,F,
TRAV2-3*01_P_V-REGION_262nt,16,chr10,25438968,36,262M,TRAV2-3,262,P,STOP-CODON in V-REGION
TRAV3-1*01_F_V-REGION_284nt,272,chr10,25453650,255,284M,TRAV3-2,284,F,
TRAV2-2*01_F_V-REGION_263nt,16,chr10,25460474,30,263M,TRAV2-2,263,F,1st-CYS in 22
TRAV3-1*01_F_V-REGION_284nt,16,chr10,25470821,32,284M,TRAV3-1,284,F,
TRAV2-2*01_F_V-REGION_263nt,272,chr10,25477842,255,263M,TRAV2-1,263,F,1st-CYS in 22
TRAV1*01_F_V-REGION_275nt,16,chr10,25551690,255,275M,TRAV1,275,F,1st-CYS in 22
